trial_id,stage,candidate_id,scenario_id,repetition,seed,velocity,acceleration,jerk,duration_s,displacement
C_selected_validation_medium_x_r1,C,selected_validation,medium_x,1,20260824,5.0,5.0,10.0,3.2759267427611203,"[3.0, 0.0, 0.0]"
C_selected_validation_medium_y_r2,C,selected_validation,medium_y,2,20260834,5.0,5.0,10.0,3.2759267427611203,"[0.0, 3.0, 0.0]"
C_selected_validation_medium_y_r3,C,selected_validation,medium_y,3,20260835,5.0,5.0,10.0,3.2759267427611203,"[0.0, 3.0, 0.0]"
C_selected_validation_long_y_r3,C,selected_validation,long_y,3,20260838,5.0,5.0,10.0,4.127409061118283,"[0.0, 6.0, 0.0]"
C_selected_validation_long_z_r2,C,selected_validation,long_z,2,20260846,5.0,5.0,10.0,3.605623925768521,"[0.0, 0.0, 4.0]"
C_selected_validation_short_z_r1,C,selected_validation,short_z,1,20260839,5.0,5.0,10.0,2.2714007410401744,"[0.0, 0.0, 1.0]"
C_selected_validation_long_z_r1,C,selected_validation,long_z,1,20260845,5.0,5.0,10.0,3.605623925768521,"[0.0, 0.0, 4.0]"
C_selected_validation_medium_diagonal_r2,C,selected_validation,medium_diagonal,2,20260852,5.0,5.0,10.0,3.2759267427611203,"[2.0, 2.0, 1.0]"
C_selected_validation_long_diagonal_r2,C,selected_validation,long_diagonal,2,20260855,5.0,5.0,10.0,4.127409061118283,"[4.0, 4.0, 2.0]"
C_selected_validation_medium_z_r1,C,selected_validation,medium_z,1,20260842,5.0,5.0,10.0,2.8617856063833296,"[0.0, 0.0, 2.0]"
C_selected_validation_short_diagonal_r3,C,selected_validation,short_diagonal,3,20260850,5.0,5.0,10.0,2.60010477881488,"[1.0, 1.0, 0.5]"
C_selected_validation_medium_z_r3,C,selected_validation,medium_z,3,20260844,5.0,5.0,10.0,2.8617856063833296,"[0.0, 0.0, 2.0]"
C_selected_validation_medium_z_r2,C,selected_validation,medium_z,2,20260843,5.0,5.0,10.0,2.8617856063833296,"[0.0, 0.0, 2.0]"
C_selected_validation_medium_x_r3,C,selected_validation,medium_x,3,20260826,5.0,5.0,10.0,3.2759267427611203,"[3.0, 0.0, 0.0]"
C_selected_validation_short_diagonal_r2,C,selected_validation,short_diagonal,2,20260849,5.0,5.0,10.0,2.60010477881488,"[1.0, 1.0, 0.5]"
C_selected_validation_medium_x_r2,C,selected_validation,medium_x,2,20260825,5.0,5.0,10.0,3.2759267427611203,"[3.0, 0.0, 0.0]"
C_selected_validation_short_x_r2,C,selected_validation,short_x,2,20260822,5.0,5.0,10.0,2.2714007410401744,"[1.0, 0.0, 0.0]"
C_selected_validation_medium_y_r1,C,selected_validation,medium_y,1,20260833,5.0,5.0,10.0,3.2759267427611203,"[0.0, 3.0, 0.0]"
C_selected_validation_short_y_r3,C,selected_validation,short_y,3,20260832,5.0,5.0,10.0,2.2714007410401744,"[0.0, 1.0, 0.0]"
C_selected_validation_medium_diagonal_r1,C,selected_validation,medium_diagonal,1,20260851,5.0,5.0,10.0,3.2759267427611203,"[2.0, 2.0, 1.0]"
C_selected_validation_short_z_r2,C,selected_validation,short_z,2,20260840,5.0,5.0,10.0,2.2714007410401744,"[0.0, 0.0, 1.0]"
C_selected_validation_short_diagonal_r1,C,selected_validation,short_diagonal,1,20260848,5.0,5.0,10.0,2.60010477881488,"[1.0, 1.0, 0.5]"
C_selected_validation_long_y_r2,C,selected_validation,long_y,2,20260837,5.0,5.0,10.0,4.127409061118283,"[0.0, 6.0, 0.0]"
C_selected_validation_long_y_r1,C,selected_validation,long_y,1,20260836,5.0,5.0,10.0,4.127409061118283,"[0.0, 6.0, 0.0]"
C_selected_validation_short_x_r3,C,selected_validation,short_x,3,20260823,5.0,5.0,10.0,2.2714007410401744,"[1.0, 0.0, 0.0]"
C_selected_validation_long_x_r2,C,selected_validation,long_x,2,20260828,5.0,5.0,10.0,4.127409061118283,"[6.0, 0.0, 0.0]"
C_selected_validation_long_z_r3,C,selected_validation,long_z,3,20260847,5.0,5.0,10.0,3.605623925768521,"[0.0, 0.0, 4.0]"
C_selected_validation_short_z_r3,C,selected_validation,short_z,3,20260841,5.0,5.0,10.0,2.2714007410401744,"[0.0, 0.0, 1.0]"
C_selected_validation_short_y_r2,C,selected_validation,short_y,2,20260831,5.0,5.0,10.0,2.2714007410401744,"[0.0, 1.0, 0.0]"
C_selected_validation_long_diagonal_r3,C,selected_validation,long_diagonal,3,20260856,5.0,5.0,10.0,4.127409061118283,"[4.0, 4.0, 2.0]"
C_selected_validation_short_x_r1,C,selected_validation,short_x,1,20260821,5.0,5.0,10.0,2.2714007410401744,"[1.0, 0.0, 0.0]"
C_selected_validation_medium_diagonal_r3,C,selected_validation,medium_diagonal,3,20260853,5.0,5.0,10.0,3.2759267427611203,"[2.0, 2.0, 1.0]"
C_selected_validation_short_y_r1,C,selected_validation,short_y,1,20260830,5.0,5.0,10.0,2.2714007410401744,"[0.0, 1.0, 0.0]"
C_selected_validation_long_x_r3,C,selected_validation,long_x,3,20260829,5.0,5.0,10.0,4.127409061118283,"[6.0, 0.0, 0.0]"
C_selected_validation_long_x_r1,C,selected_validation,long_x,1,20260827,5.0,5.0,10.0,4.127409061118283,"[6.0, 0.0, 0.0]"
C_selected_validation_long_diagonal_r1,C,selected_validation,long_diagonal,1,20260854,5.0,5.0,10.0,4.127409061118283,"[4.0, 4.0, 2.0]"
