[INFO] [1788011430.572313647] [rosbag2_recorder]: Press SPACE for pausing/resuming
[INFO] [1788011430.574288404] [rosbag2_storage]: Opened database '/home/yihuang/learning/LLM_swarm_ws/analysis_contract_worktree/experiments_v2/Formal Evaluation Experiments/campaign_v2/results/formal/adapter-attempts/000007/raw/rosbag/rosbag_0.db3' for READ_WRITE.
[INFO] [1788011430.575306767] [rosbag2_recorder]: Listening for topics...
[INFO] [1788011430.575347276] [rosbag2_recorder]: Event publisher thread: Starting
[INFO] [1788011430.577446554] [rosbag2_recorder]: Subscribed to topic '/uav6/status'
[INFO] [1788011430.578334123] [rosbag2_recorder]: Subscribed to topic '/uav6/startup_event'
[INFO] [1788011430.579401261] [rosbag2_recorder]: Subscribed to topic '/uav3/status'
[INFO] [1788011430.580467658] [rosbag2_recorder]: Subscribed to topic '/uav3/startup_event'
[INFO] [1788011430.580575797] [rosbag2_recorder]: Recording...
[INFO] [1788011430.585144570] [rosbag2_recorder]: Subscribed to topic '/uav3/trajectory_metrics'
[INFO] [1788011430.586929058] [rosbag2_recorder]: Subscribed to topic '/uav3/swarm_state'
[INFO] [1788011430.692882100] [rosbag2_recorder]: Subscribed to topic '/uav7/swarm_state'
[INFO] [1788011430.693466081] [rosbag2_recorder]: Subscribed to topic '/uav7/iapf_debug'
[INFO] [1788011430.693927656] [rosbag2_recorder]: Subscribed to topic '/uav6/trajectory_metrics'
[INFO] [1788011430.694429909] [rosbag2_recorder]: Subscribed to topic '/uav6/swarm_state'
[INFO] [1788011430.695020082] [rosbag2_recorder]: Subscribed to topic '/uav6/iapf_debug'
[INFO] [1788011430.695835392] [rosbag2_recorder]: Subscribed to topic '/uav2/swarm_state'
[INFO] [1788011430.696415627] [rosbag2_recorder]: Subscribed to topic '/uav5/iapf_debug'
[INFO] [1788011430.697040057] [rosbag2_recorder]: Subscribed to topic '/uav4/status'
[INFO] [1788011430.697619499] [rosbag2_recorder]: Subscribed to topic '/uav5/trajectory_metrics'
[INFO] [1788011430.698153745] [rosbag2_recorder]: Subscribed to topic '/uav8/status'
[INFO] [1788011430.698673752] [rosbag2_recorder]: Subscribed to topic '/uav4/startup_event'
[INFO] [1788011430.699326608] [rosbag2_recorder]: Subscribed to topic '/uav4/iapf_debug'
[INFO] [1788011430.699916641] [rosbag2_recorder]: Subscribed to topic '/uav7/status'
[INFO] [1788011430.700439775] [rosbag2_recorder]: Subscribed to topic '/uav3/iapf_debug'
[INFO] [1788011430.701984047] [rosbag2_recorder]: Subscribed to topic '/px4_6/fmu/out/vehicle_status'
[INFO] [1788011430.702582677] [rosbag2_recorder]: Subscribed to topic '/px4_5/fmu/out/vehicle_odometry'
[INFO] [1788011430.703294426] [rosbag2_recorder]: Subscribed to topic '/px4_4/fmu/out/vehicle_status'
[INFO] [1788011430.703907905] [rosbag2_recorder]: Subscribed to topic '/uav5/swarm_state'
[INFO] [1788011430.704481697] [rosbag2_recorder]: Subscribed to topic '/uav1/trajectory_metrics'
[INFO] [1788011430.705005562] [rosbag2_recorder]: Subscribed to topic '/px4_4/fmu/out/vehicle_odometry'
[INFO] [1788011430.705592048] [rosbag2_recorder]: Subscribed to topic '/uav6/control_tracking_debug'
[INFO] [1788011430.706080825] [rosbag2_recorder]: Subscribed to topic '/px4_2/fmu/out/vehicle_odometry'
[INFO] [1788011430.706586085] [rosbag2_recorder]: Subscribed to topic '/px4_3/fmu/out/vehicle_odometry'
[INFO] [1788011430.707232337] [rosbag2_recorder]: Subscribed to topic '/uav1/swarm_state'
[INFO] [1788011430.707791941] [rosbag2_recorder]: Subscribed to topic '/uav5/status'
[INFO] [1788011430.708307220] [rosbag2_recorder]: Subscribed to topic '/uav2/control_tracking_debug'
[INFO] [1788011430.708838529] [rosbag2_recorder]: Subscribed to topic '/uav7/trajectory_metrics'
[INFO] [1788011430.709377343] [rosbag2_recorder]: Subscribed to topic '/uav2/iapf_debug'
[INFO] [1788011430.709890828] [rosbag2_recorder]: Subscribed to topic '/px4_1/fmu/out/vehicle_odometry'
[INFO] [1788011430.710364226] [rosbag2_recorder]: Subscribed to topic '/px4_8/fmu/out/vehicle_odometry'
[INFO] [1788011430.710917388] [rosbag2_recorder]: Subscribed to topic '/px4_8/fmu/out/vehicle_status'
[INFO] [1788011430.711525366] [rosbag2_recorder]: Subscribed to topic '/uav8/iapf_debug'
[INFO] [1788011430.712114097] [rosbag2_recorder]: Subscribed to topic '/uav2/startup_event'
[INFO] [1788011430.712649103] [rosbag2_recorder]: Subscribed to topic '/uav4/trajectory_metrics'
[INFO] [1788011430.713233275] [rosbag2_recorder]: Subscribed to topic '/uav4/control_tracking_debug'
[INFO] [1788011430.713764645] [rosbag2_recorder]: Subscribed to topic '/uav8/control_tracking_debug'
[INFO] [1788011430.714306154] [rosbag2_recorder]: Subscribed to topic '/uav8/swarm_state'
[INFO] [1788011430.714873193] [rosbag2_recorder]: Subscribed to topic '/px4_6/fmu/out/vehicle_odometry'
[INFO] [1788011430.715434801] [rosbag2_recorder]: Subscribed to topic '/px4_1/fmu/out/vehicle_status'
[INFO] [1788011430.715946292] [rosbag2_recorder]: Subscribed to topic '/uav5/startup_event'
[INFO] [1788011430.716427615] [rosbag2_recorder]: Subscribed to topic '/uav4/swarm_state'
[INFO] [1788011430.716911563] [rosbag2_recorder]: Subscribed to topic '/uav8/trajectory_metrics'
[INFO] [1788011430.717378377] [rosbag2_recorder]: Subscribed to topic '/px4_7/fmu/out/vehicle_odometry'
[INFO] [1788011430.717844881] [rosbag2_recorder]: Subscribed to topic '/uav2/trajectory_metrics'
[INFO] [1788011430.718350331] [rosbag2_recorder]: Subscribed to topic '/uav1/status'
[INFO] [1788011430.718919404] [rosbag2_recorder]: Subscribed to topic '/uav1/iapf_debug'
[INFO] [1788011430.719550677] [rosbag2_recorder]: Subscribed to topic '/px4_7/fmu/out/vehicle_status'
[INFO] [1788011430.720154146] [rosbag2_recorder]: Subscribed to topic '/uav3/control_tracking_debug'
[INFO] [1788011430.720922806] [rosbag2_recorder]: Subscribed to topic '/clock'
[INFO] [1788011430.721420270] [rosbag2_recorder]: Subscribed to topic '/uav7/control_tracking_debug'
[INFO] [1788011430.721904227] [rosbag2_recorder]: Subscribed to topic '/uav1/control_tracking_debug'
[INFO] [1788011430.722434525] [rosbag2_recorder]: Subscribed to topic '/uav1/startup_event'
[INFO] [1788011430.723028807] [rosbag2_recorder]: Subscribed to topic '/px4_3/fmu/out/vehicle_status'
[INFO] [1788011430.723631795] [rosbag2_recorder]: Subscribed to topic '/uav2/status'
[INFO] [1788011430.724198684] [rosbag2_recorder]: Subscribed to topic '/px4_2/fmu/out/vehicle_status'
[INFO] [1788011430.724747056] [rosbag2_recorder]: Subscribed to topic '/uav5/control_tracking_debug'
[INFO] [1788011430.725412616] [rosbag2_recorder]: Subscribed to topic '/px4_5/fmu/out/vehicle_status'
[INFO] [1788011430.725994714] [rosbag2_recorder]: Subscribed to topic '/uav7/startup_event'
[INFO] [1788011430.726755548] [rosbag2_recorder]: Subscribed to topic '/uav8/startup_event'
[INFO] [1788011452.096567914] [rosbag2_recorder]: Subscribed to topic '/uav5/execution_command'
[INFO] [1788011452.097131224] [rosbag2_recorder]: Subscribed to topic '/uav3/execution_command'
[INFO] [1788011452.097586916] [rosbag2_recorder]: Subscribed to topic '/uav2/execution_command'
[INFO] [1788011452.098319514] [rosbag2_recorder]: Subscribed to topic '/e3/disturbance_arm'
[INFO] [1788011452.098822137] [rosbag2_recorder]: Subscribed to topic '/uav1/execution_command'
[INFO] [1788011452.099307947] [rosbag2_recorder]: Subscribed to topic '/uav6/execution_command'
[INFO] [1788011452.099775121] [rosbag2_recorder]: Subscribed to topic '/uav7/execution_command'
[INFO] [1788011452.100253888] [rosbag2_recorder]: Subscribed to topic '/uav4/execution_command'
[INFO] [1788011452.100730090] [rosbag2_recorder]: Subscribed to topic '/uav8/execution_command'
