stratum_type,stratum_value,endpoint,kind,unit,registered_n,available_n,numerator,denominator,proportion,wilson_95_low,wilson_95_high,mean,median,sample_sd,iqr,min,max
B_cell,N8 SIMPLE,scientific_completeness,binary,proportion,5,5,5,5,1.0,0.5655175352168251,1.0,,,,,,
B_cell,N8 SIMPLE,infrastructure_failure,binary,proportion,5,5,0,5,0.0,0.0,0.43448246478317476,,,,,,
B_cell,N8 SIMPLE,candidate_correctness,binary,proportion,5,5,5,5,1.0,0.5655175352168251,1.0,,,,,,
B_cell,N8 SIMPLE,resolver_success,binary,proportion,5,5,5,5,1.0,0.5655175352168251,1.0,,,,,,
B_cell,N8 SIMPLE,mission_completion,binary,proportion,5,5,5,5,1.0,0.5655175352168251,1.0,,,,,,
B_cell,N8 SIMPLE,mission_success,binary,proportion,5,5,5,5,1.0,0.5655175352168251,1.0,,,,,,
B_cell,N8 SIMPLE,failsafe,binary,proportion,5,5,0,5,0.0,0.0,0.43448246478317476,,,,,,
B_cell,N8 SIMPLE,hard_failure,binary,proportion,5,5,0,5,0.0,0.0,0.43448246478317476,,,,,,
B_cell,N8 SIMPLE,actual_d_min,continuous,m,5,5,,,,,,1.9958424268869606,1.99486783918908,0.009751112262174594,0.014415511039518769,1.9828832453962075,2.005830326126186
B_cell,N8 SIMPLE,tracking_rmse,continuous,m,5,5,,,,,,0.02352114083079724,0.023551279237465594,0.00019458457573540985,0.00027534227162683694,0.023299715225842708,0.023770036321731313
B_cell,N8 SIMPLE,final_error,continuous,m,5,5,,,,,,0.024089173214949244,0.02505839577239843,0.004670013059658416,0.007850715966449956,0.018969160507634215,0.02943275942691986
B_cell,N8 SIMPLE,completion_time,continuous,s,5,5,,,,,,15.03481149673462,15.036740779876709,0.0055192029650416785,0.00465083122253418,15.025635719299316,15.039160966873169
B_cell,N8 SIMPLE,T_LLM,continuous,s,5,5,,,,,,11.2492734922,11.507399596,1.7710507291066275,3.28210494,9.390604063,13.14542807
B_cell,N8 SIMPLE,T_mission_execution,continuous,s,5,5,,,,,,15.0820593732,15.084811775,0.006119805536912995,0.006849391999999455,15.072658694,15.087507525
B_cell,N8 UNDER_SPECIFIED,scientific_completeness,binary,proportion,5,5,5,5,1.0,0.5655175352168251,1.0,,,,,,
B_cell,N8 UNDER_SPECIFIED,infrastructure_failure,binary,proportion,5,5,0,5,0.0,0.0,0.43448246478317476,,,,,,
B_cell,N8 UNDER_SPECIFIED,candidate_correctness,binary,proportion,5,5,5,5,1.0,0.5655175352168251,1.0,,,,,,
B_cell,N8 UNDER_SPECIFIED,resolver_success,binary,proportion,5,5,5,5,1.0,0.5655175352168251,1.0,,,,,,
B_cell,N8 UNDER_SPECIFIED,mission_completion,binary,proportion,5,5,5,5,1.0,0.5655175352168251,1.0,,,,,,
B_cell,N8 UNDER_SPECIFIED,mission_success,binary,proportion,5,5,5,5,1.0,0.5655175352168251,1.0,,,,,,
B_cell,N8 UNDER_SPECIFIED,failsafe,binary,proportion,5,5,0,5,0.0,0.0,0.43448246478317476,,,,,,
B_cell,N8 UNDER_SPECIFIED,hard_failure,binary,proportion,5,5,0,5,0.0,0.0,0.43448246478317476,,,,,,
B_cell,N8 UNDER_SPECIFIED,actual_d_min,continuous,m,5,5,,,,,,2.0581900637118205,2.045680028340641,0.027617096905933277,0.04483506172476881,2.029771197643623,2.090509222383794
B_cell,N8 UNDER_SPECIFIED,tracking_rmse,continuous,m,5,5,,,,,,0.13053596453079735,0.13026404380393583,0.0017673875036203902,0.002956312567320263,0.12855555406755922,0.13256156897404306
B_cell,N8 UNDER_SPECIFIED,final_error,continuous,m,5,5,,,,,,0.05789557324246893,0.05913349015395874,0.004646903272267354,0.0038759722477943737,0.051130335841062004,0.06351325088273478
B_cell,N8 UNDER_SPECIFIED,completion_time,continuous,s,5,5,,,,,,5.870747852325439,5.86900520324707,0.009501407118024092,0.013599395751953125,5.860374927520752,5.8833136558532715
B_cell,N8 UNDER_SPECIFIED,T_LLM,continuous,s,5,5,,,,,,12.7263211416,12.826502024,2.641746985779644,3.5529276149999998,9.948116503,16.386015816
B_cell,N8 UNDER_SPECIFIED,T_mission_execution,continuous,s,5,5,,,,,,5.9722092616,5.973360436,0.019789621662371675,0.032210530000000404,5.949068423,5.994808989
B_cell,N8 COMPOSITIONAL,scientific_completeness,binary,proportion,5,5,5,5,1.0,0.5655175352168251,1.0,,,,,,
B_cell,N8 COMPOSITIONAL,infrastructure_failure,binary,proportion,5,5,0,5,0.0,0.0,0.43448246478317476,,,,,,
B_cell,N8 COMPOSITIONAL,candidate_correctness,binary,proportion,5,5,5,5,1.0,0.5655175352168251,1.0,,,,,,
B_cell,N8 COMPOSITIONAL,resolver_success,binary,proportion,5,5,5,5,1.0,0.5655175352168251,1.0,,,,,,
B_cell,N8 COMPOSITIONAL,mission_completion,binary,proportion,5,5,5,5,1.0,0.5655175352168251,1.0,,,,,,
B_cell,N8 COMPOSITIONAL,mission_success,binary,proportion,5,5,5,5,1.0,0.5655175352168251,1.0,,,,,,
B_cell,N8 COMPOSITIONAL,failsafe,binary,proportion,5,5,0,5,0.0,0.0,0.43448246478317476,,,,,,
B_cell,N8 COMPOSITIONAL,hard_failure,binary,proportion,5,5,0,5,0.0,0.0,0.43448246478317476,,,,,,
B_cell,N8 COMPOSITIONAL,actual_d_min,continuous,m,5,5,,,,,,2.4046634247076857,2.4040914266236237,0.009516642379837232,0.005963564280238476,2.3959750639687973,2.420401543892897
B_cell,N8 COMPOSITIONAL,tracking_rmse,continuous,m,5,5,,,,,,0.03809670484401697,0.03801583076053134,0.0005610321565444337,0.00016211024653212808,0.037453834992746265,0.03899697453794952
B_cell,N8 COMPOSITIONAL,final_error,continuous,m,5,5,,,,,,0.03633882452331749,0.035578775131690325,0.007511936267618957,0.01337495853278688,0.028180061263954472,0.04464179159474526
B_cell,N8 COMPOSITIONAL,completion_time,continuous,s,5,5,,,,,,15.029967832565308,15.031903266906738,0.009948199335591976,0.009630441665649414,15.014641761779785,15.04026746749878
B_cell,N8 COMPOSITIONAL,T_LLM,continuous,s,5,5,,,,,,28.963008552400005,25.338590732,11.843455802027732,9.114245082,16.464728028,47.592290562
B_cell,N8 COMPOSITIONAL,T_mission_execution,continuous,s,5,5,,,,,,15.090999011400001,15.094600552,0.010819749762263641,0.007736943000001162,15.074345848,15.103149434
B_cell,N12 SIMPLE,scientific_completeness,binary,proportion,5,5,5,5,1.0,0.5655175352168251,1.0,,,,,,
B_cell,N12 SIMPLE,infrastructure_failure,binary,proportion,5,5,0,5,0.0,0.0,0.43448246478317476,,,,,,
B_cell,N12 SIMPLE,candidate_correctness,binary,proportion,5,5,5,5,1.0,0.5655175352168251,1.0,,,,,,
B_cell,N12 SIMPLE,resolver_success,binary,proportion,5,5,5,5,1.0,0.5655175352168251,1.0,,,,,,
B_cell,N12 SIMPLE,mission_completion,binary,proportion,5,5,5,5,1.0,0.5655175352168251,1.0,,,,,,
B_cell,N12 SIMPLE,mission_success,binary,proportion,5,5,5,5,1.0,0.5655175352168251,1.0,,,,,,
