[INFO] [1788279563.571011678] [rosbag2_recorder]: Press SPACE for pausing/resuming
[INFO] [1788279563.572934894] [rosbag2_storage]: Opened database '/home/yihuang/learning/LLM_swarm_ws/e3_v4_redesign_worktree/experiments_v2/Formal Evaluation Experiments/E3/results/formal_v4/attempts/000202__E3-C-02__P1_F0__S261093/raw/rosbag/rosbag_0.db3' for READ_WRITE.
[INFO] [1788279563.573726067] [rosbag2_recorder]: Listening for topics...
[INFO] [1788279563.573751676] [rosbag2_recorder]: Event publisher thread: Starting
[INFO] [1788279563.573959866] [rosbag2_recorder]: Recording...
[INFO] [1788279563.576934664] [rosbag2_recorder]: Subscribed to topic '/uav1/status'
[INFO] [1788279563.680849970] [rosbag2_recorder]: Subscribed to topic '/uav5/startup_event'
[INFO] [1788279563.681414248] [rosbag2_recorder]: Subscribed to topic '/uav1/control_tracking_debug'
[INFO] [1788279563.682146311] [rosbag2_recorder]: Subscribed to topic '/clock'
[INFO] [1788279563.682788795] [rosbag2_recorder]: Subscribed to topic '/uav6/trajectory_metrics'
[INFO] [1788279563.683845387] [rosbag2_recorder]: Subscribed to topic '/uav2/swarm_state'
[INFO] [1788279563.685299223] [rosbag2_recorder]: Subscribed to topic '/px4_5/fmu/out/vehicle_odometry'
[INFO] [1788279563.685770326] [rosbag2_recorder]: Subscribed to topic '/uav6/swarm_state'
[INFO] [1788279563.686402782] [rosbag2_recorder]: Subscribed to topic '/uav1/iapf_debug'
[INFO] [1788279563.686977279] [rosbag2_recorder]: Subscribed to topic '/uav5/swarm_state'
[INFO] [1788279563.687506472] [rosbag2_recorder]: Subscribed to topic '/uav1/trajectory_metrics'
[INFO] [1788279563.687998795] [rosbag2_recorder]: Subscribed to topic '/uav5/status'
[INFO] [1788279563.688502409] [rosbag2_recorder]: Subscribed to topic '/uav1/swarm_state'
[INFO] [1788279563.688958524] [rosbag2_recorder]: Subscribed to topic '/uav2/startup_event'
[INFO] [1788279563.689441540] [rosbag2_recorder]: Subscribed to topic '/px4_8/fmu/out/vehicle_odometry'
[INFO] [1788279563.690137115] [rosbag2_recorder]: Subscribed to topic '/px4_8/fmu/out/vehicle_status'
[INFO] [1788279563.690727612] [rosbag2_recorder]: Subscribed to topic '/uav6/startup_event'
[INFO] [1788279563.691246956] [rosbag2_recorder]: Subscribed to topic '/uav1/startup_event'
[INFO] [1788279563.691754758] [rosbag2_recorder]: Subscribed to topic '/px4_3/fmu/out/vehicle_status'
[INFO] [1788279563.692250818] [rosbag2_recorder]: Subscribed to topic '/uav2/status'
[INFO] [1788279563.692718796] [rosbag2_recorder]: Subscribed to topic '/uav6/control_tracking_debug'
[INFO] [1788279563.693190530] [rosbag2_recorder]: Subscribed to topic '/px4_3/fmu/out/vehicle_odometry'
[INFO] [1788279563.693709133] [rosbag2_recorder]: Subscribed to topic '/uav2/control_tracking_debug'
[INFO] [1788279563.694356066] [rosbag2_recorder]: Subscribed to topic '/uav2/iapf_debug'
[INFO] [1788279563.694914463] [rosbag2_recorder]: Subscribed to topic '/px4_5/fmu/out/vehicle_status'
[INFO] [1788279563.695453203] [rosbag2_recorder]: Subscribed to topic '/uav5/control_tracking_debug'
[INFO] [1788279563.695975723] [rosbag2_recorder]: Subscribed to topic '/uav6/iapf_debug'
[INFO] [1788279563.696472174] [rosbag2_recorder]: Subscribed to topic '/uav6/status'
[INFO] [1788279563.696939981] [rosbag2_recorder]: Subscribed to topic '/uav2/trajectory_metrics'
[INFO] [1788279563.697419871] [rosbag2_recorder]: Subscribed to topic '/uav5/iapf_debug'
[INFO] [1788279563.697949414] [rosbag2_recorder]: Subscribed to topic '/uav5/trajectory_metrics'
[INFO] [1788279564.625921877] [rosbag2_recorder]: Subscribed to topic '/uav7/swarm_state'
[INFO] [1788279564.626519808] [rosbag2_recorder]: Subscribed to topic '/uav7/iapf_debug'
[INFO] [1788279564.627099956] [rosbag2_recorder]: Subscribed to topic '/uav3/status'
[INFO] [1788279564.627632725] [rosbag2_recorder]: Subscribed to topic '/uav7/control_tracking_debug'
[INFO] [1788279564.628129005] [rosbag2_recorder]: Subscribed to topic '/uav3/control_tracking_debug'
[INFO] [1788279564.628621218] [rosbag2_recorder]: Subscribed to topic '/px4_7/fmu/out/vehicle_status'
[INFO] [1788279564.629085519] [rosbag2_recorder]: Subscribed to topic '/uav7/startup_event'
[INFO] [1788279564.629548177] [rosbag2_recorder]: Subscribed to topic '/uav8/startup_event'
[INFO] [1788279564.629999994] [rosbag2_recorder]: Subscribed to topic '/px4_4/fmu/out/vehicle_odometry'
[INFO] [1788279564.630601692] [rosbag2_recorder]: Subscribed to topic '/uav7/status'
[INFO] [1788279564.631458118] [rosbag2_recorder]: Subscribed to topic '/uav3/startup_event'
[INFO] [1788279564.632143704] [rosbag2_recorder]: Subscribed to topic '/px4_1/fmu/out/vehicle_odometry'
[INFO] [1788279564.632705006] [rosbag2_recorder]: Subscribed to topic '/uav7/trajectory_metrics'
[INFO] [1788279564.633212037] [rosbag2_recorder]: Subscribed to topic '/px4_7/fmu/out/vehicle_odometry'
[INFO] [1788279564.633808415] [rosbag2_recorder]: Subscribed to topic '/px4_2/fmu/out/vehicle_status'
[INFO] [1788279564.634372553] [rosbag2_recorder]: Subscribed to topic '/uav4/startup_event'
[INFO] [1788279564.634977608] [rosbag2_recorder]: Subscribed to topic '/uav4/trajectory_metrics'
[INFO] [1788279564.635528821] [rosbag2_recorder]: Subscribed to topic '/uav3/trajectory_metrics'
[INFO] [1788279564.636089132] [rosbag2_recorder]: Subscribed to topic '/uav8/swarm_state'
[INFO] [1788279564.636601963] [rosbag2_recorder]: Subscribed to topic '/uav8/iapf_debug'
[INFO] [1788279564.637112160] [rosbag2_recorder]: Subscribed to topic '/px4_2/fmu/out/vehicle_odometry'
[INFO] [1788279564.637614492] [rosbag2_recorder]: Subscribed to topic '/px4_6/fmu/out/vehicle_status'
[INFO] [1788279564.638093410] [rosbag2_recorder]: Subscribed to topic '/px4_4/fmu/out/vehicle_status'
[INFO] [1788279564.638636869] [rosbag2_recorder]: Subscribed to topic '/uav3/iapf_debug'
[INFO] [1788279564.639199434] [rosbag2_recorder]: Subscribed to topic '/uav8/control_tracking_debug'
[INFO] [1788279564.639713959] [rosbag2_recorder]: Subscribed to topic '/uav4/control_tracking_debug'
[INFO] [1788279564.640271194] [rosbag2_recorder]: Subscribed to topic '/uav3/swarm_state'
[INFO] [1788279564.640771111] [rosbag2_recorder]: Subscribed to topic '/uav8/trajectory_metrics'
[INFO] [1788279564.641320912] [rosbag2_recorder]: Subscribed to topic '/uav4/swarm_state'
[INFO] [1788279564.641849263] [rosbag2_recorder]: Subscribed to topic '/uav4/iapf_debug'
[INFO] [1788279564.642374778] [rosbag2_recorder]: Subscribed to topic '/px4_1/fmu/out/vehicle_status'
[INFO] [1788279564.643055284] [rosbag2_recorder]: Subscribed to topic '/px4_6/fmu/out/vehicle_odometry'
[INFO] [1788279564.643626445] [rosbag2_recorder]: Subscribed to topic '/uav8/status'
[INFO] [1788279564.644166969] [rosbag2_recorder]: Subscribed to topic '/uav4/status'
[INFO] [1788279588.095924934] [rosbag2_recorder]: Subscribed to topic '/uav5/execution_command'
[INFO] [1788279588.096591884] [rosbag2_recorder]: Subscribed to topic '/uav3/execution_command'
[INFO] [1788279588.097442229] [rosbag2_recorder]: Subscribed to topic '/e3_v4/manipulation_event'
[INFO] [1788279588.098469885] [rosbag2_recorder]: Subscribed to topic '/uav2/execution_command'
[INFO] [1788279588.099243175] [rosbag2_recorder]: Subscribed to topic '/uav1/execution_command'
[INFO] [1788279588.099888095] [rosbag2_recorder]: Subscribed to topic '/uav6/execution_command'
[INFO] [1788279588.100556668] [rosbag2_recorder]: Subscribed to topic '/uav7/execution_command'
[INFO] [1788279588.101172122] [rosbag2_recorder]: Subscribed to topic '/uav4/execution_command'
[INFO] [1788279588.101873457] [rosbag2_recorder]: Subscribed to topic '/uav8/execution_command'
[INFO] [1788279588.101893735] [rosbag2_recorder]: All requested topics are subscribed. Stopping discovery...
[INFO] [1788279616.317106229] [rosbag2_cpp]: Writing remaining messages from cache to the bag. It may take a while
[INFO] [1788279616.321818834] [rosbag2_recorder]: Event publisher thread: Exiting
[INFO] [1788279616.321870701] [rosbag2_recorder]: Recording stopped
