experiment_id,batch_id,task_type,trial_id,minimum_inter_agent_distance,collision_count,violation_count,violation_duration,near_miss_duration,iapf_activation_count,iapf_active_duration,hysteresis_switching_count,mean_closing_speed_at_activation,maximum_active_neighbor_count,position_saturation_ratio,acceleration_saturation_ratio,stale_neighbor_ratio,safety_success
experiments_10,exp10-pilot-v3-replay-20260803,task_e_mixed,1,1.6575134383956311,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-pilot-v3-replay-20260803,task_b_sequential,1,1.8567570545417853,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-pilot-v3-replay-20260803,task_e_mixed,2,1.6587319574913986,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-pilot-v3-replay-20260803,task_b_sequential,2,1.764857103942969,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-pilot-v3-replay-20260803,task_b_sequential,3,1.7710585481747185,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-pilot-v3-replay-20260803,task_e_mixed,3,1.6412142064210966,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-pilot-v3-replay-20260803,task_b_sequential,4,2.1559491523015235,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-pilot-v3-replay-20260803,task_e_mixed,4,1.6630053406865368,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-pilot-v3-replay-20260803,task_b_sequential,5,2.166158396991019,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
experiments_10,exp10-pilot-v3-replay-20260803,task_e_mixed,5,1.6568784822508413,0,0,0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,True
