task_type,metric,count,mean,std,median,iqr,min,max,p90,p95,coefficient_of_variation,attempt_count,execution_entry_count,execution_success_count,main_analysis_count
task_a_simple,planning_time,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
task_a_simple,reference_execution_time,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
task_a_simple,stabilization_delay,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
task_a_simple,stage_wall_time,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
task_a_simple,mission_wall_time,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
task_a_simple,trajectory_finish_spread,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
task_a_simple,stable_arrival_spread,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
task_a_simple,tracking_rmse,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
task_a_simple,minimum_inter_agent_distance,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
task_a_simple,mean_rtf,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0
task_b_sequential,planning_time,1,0.09700550799971097,0.0,0.09700550799971097,0.0,0.09700550799971097,0.09700550799971097,0.09700550799971097,0.09700550799971097,0.0,1,1,1,1
task_b_sequential,reference_execution_time,1,18.200304065998353,0.0,18.200304065998353,0.0,18.200304065998353,18.200304065998353,18.200304065998353,18.200304065998353,0.0,1,1,1,1
task_b_sequential,stabilization_delay,1,4.332358468000166,0.0,4.332358468000166,0.0,4.332358468000166,4.332358468000166,4.332358468000166,4.332358468000166,0.0,1,1,1,1
task_b_sequential,stage_wall_time,1,22.63014227900203,0.0,22.63014227900203,0.0,22.63014227900203,22.63014227900203,22.63014227900203,22.63014227900203,0.0,1,1,1,1
task_b_sequential,mission_wall_time,1,22.63014227900203,0.0,22.63014227900203,0.0,22.63014227900203,22.63014227900203,22.63014227900203,22.63014227900203,0.0,1,1,1,1
